Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
fair-weather friend,"used to refer a friend who is not reliable in difficult times,",a fair - weather friend cannot be helpful in an emergency .,a friend that is not their at times of adversity cannot be helpful in an emergency .,O B I I O O O O O O O O,O O B I I I I I I I O O O O O O O
fair-weather friend,someone who abandons you at the time of utmost difficulty,"i was hit by an accident and was hoping my friend jenny to help me , but she is really just a fair - weather friend .","i was hit by an accident and was hoping my friend jenny to help me , but she is a really unreliable friend .",O O O O O O O O O O O O O O O O O O O O B O I I I O O,O O O O O O O O O O O O O O O O O O O O O B O O
fair-weather friend,someone who abandons you at the time of utmost difficulty,i thought he was a great friend but he ' s really just a fair - weather friend .,i thought he was a great friend but he ' s really just won ' t stand by you when times get tough .,O O O O O O O O O O O O O O B I I O O,O O O O O O O O O O O O O B O I I I I I I I I O
on the crest of a wave,to be very successful,"the music band comprising engineering students is currently on the crest of a wave , with a launch of new album it has planned for next year .","the music band comprising engineering students is currently at the top level of achievements , with a launch of new album it has planned for next year .",O O O O O O O O B O I O O I O O O O O O O O O O O O O O,O O O O O O O O B O I I O I O O O O O O O O O O O O O O
on the crest of a wave,to be very successful,the football team is riding the crest of a wave after their last win .,the football team is riding their success after their last win .,O O O O O O B I I I O O O O O,O O O O O O B O O O O O
on the crest of a wave,to be very successful,the singer is riding the crest of a wave and will be going on tour next summer .,the singer is at the top level of achievements and will be going on tour next summer .,O O O B O I O I I O O O O O O O O O,O O O B O I I O I O O O O O O O O O
do the trick,successfully achieve a result,"if nothing seems to be working , just pray to the god , sometimes that does the trick .","if nothing seems to be working , just pray to the god , sometimes that solves the problem .",O O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O O B O I O
do the trick,successfully achieve a result,i am sure that herbal medicines will do the trick to cure your back - pain .,i am sure that herbal medicines will work to cure your back - pain .,O O O O O O O B I I O O O O O O O,O O O O O O O B O O O O O O O
do the trick,successfully achieve a result,"if the lemonade tastes a bit sour , add a teaspoon of sugar that should do the trick .","if the lemonade tastes a bit sour , add a teaspoon of sugar that should fix it .",O O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O O O B I O
black sheep,someone who is regarded by other members of their family or group as a failure or embarrassment,i have always been the black sheep of my family and everyone else has responsible jobs while i have chosen to be an artist .,i have always been the a disgrace to my family and everyone else has responsible jobs while i have chosen to be an artist .,O O O O O B I I O O O O O O O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O O O O O O O O
black sheep,someone who is regarded by other members of their family or group as a failure or embarrassment,john is the black sheep in our family and he almost ended up in jail a few times when we were younger .,john is someone who is disapproved of in our family and he almost ended up in jail a few times when we were younger .,O O B I I O O O O O O O O O O O O O O O O O O,O O B I O I I O O O O O O O O O O O O O O O O O O
black sheep,someone who is regarded by other members of their family or group as a failure or embarrassment,"when i chose to marry you , my father was very worried and once he said , "" do you really want to spend your life with that black sheep '","when i chose to marry you , my father was very worried and once he said , "" do you really want to spend your life with that disgrace '",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O
silver lining,the situation may seem bad now but can turn for the better,"if it ' s the tough time in your life , it comes with many silver linings .","if it ' s the tough time in your life , it comes with many hidden wins .",O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O B I O
silver lining,the situation may seem bad now but can turn for the better,"i thought i had no money for lunch , but the silver lining was that i found $ 5 . 00 in the bottom of my bag .","i thought i had no money for lunch , but the good fortune was that i found $ 5 . 00 in the bottom of my bag .",O O O O O O O O O O O B I O O O O O O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O O O O O O
silver lining,the situation may seem bad now but can turn for the better,"if there ' s a silver lining to losing my job , it ' s that i ' ll now be able to go to school full - time and finish my degree earlier .","if there ' s an optimistic outlook to losing my job , it ' s that i ' ll now be able to go to school full - time and finish my degree earlier .",O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
silver lining,the situation may seem bad now but can turn for the better,"if i ' d caught the first train , i would have been held up for 3 hours and the silver lining is that i waited for the second one .","if i ' d caught the first train , i would have been held up for 3 hours and the good fortune is that i waited for the second one . """,O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O I
